Image,Prediction_for_spring,Prediction_for_summer,Prediction_for_autumn,Prediction_for_winter
/mnt/lake/VBags/140205/frame0385.jpg,0.01045,0.0035,0.000207,0.986
/mnt/lake/VBags/140205/frame0386.jpg,0.06165,0.002625,0.00126,0.9346
/mnt/lake/VBags/140205/frame0387.jpg,0.01111,0.004284,0.000227,0.9844
/mnt/lake/VBags/140205/frame0369.jpg,0.261,0.014275,0.003902,0.7207
/mnt/lake/VBags/140205/frame0254.jpg,0.6567,0.001919,0.005684,0.3354
/mnt/lake/VBags/140205/frame0393.jpg,0.002794,0.002014,7.105e-05,0.995
/mnt/lake/VBags/140205/frame0362.jpg,0.2769,0.01305,0.003538,0.7065
/mnt/lake/VBags/140205/frame0365.jpg,0.05676,0.01083,0.001661,0.9307
/mnt/lake/VBags/140205/frame0388.jpg,0.010284,0.00403,0.0002785,0.9854
/mnt/lake/VBags/140205/frame0007.jpg,0.0002162,0.001305,2.01e-05,0.9985
/mnt/lake/VBags/140205/frame0026.jpg,0.008156,0.003975,0.0001693,0.988
/mnt/lake/VBags/140205/frame0006.jpg,0.000392,0.0002913,4.4e-05,0.9995
/mnt/lake/VBags/140205/frame0027.jpg,0.006176,0.002495,0.0003483,0.991
/mnt/lake/VBags/140205/frame0289.jpg,0.001538,0.00658,4.5e-05,0.9917
/mnt/lake/VBags/140205/frame0017.jpg,0.002356,0.001697,1.77e-05,0.996
/mnt/lake/VBags/140205/frame0290.jpg,0.001801,0.005375,3.74e-05,0.9927
/mnt/lake/VBags/140205/frame0128.jpg,0.003801,0.00617,8.136e-05,0.9897
/mnt/lake/VBags/140205/frame0140.jpg,0.004192,0.001802,4.953e-05,0.994
/mnt/lake/VBags/140205/frame0039.jpg,0.00214,0.003876,5.037e-05,0.994
/mnt/lake/VBags/140205/frame0293.jpg,0.02875,0.00392,0.000171,0.9673
/mnt/lake/VBags/140205/frame0196.jpg,0.3652,0.02045,0.002539,0.612
/mnt/lake/VBags/140205/frame0206.jpg,0.781,0.02081,0.007133,0.1913
/mnt/lake/VBags/140205/frame0077.jpg,0.01537,0.003075,0.0001012,0.9814
/mnt/lake/VBags/140205/frame0245.jpg,0.638,0.005188,0.00947,0.347
/mnt/lake/VBags/140205/frame0249.jpg,0.002464,0.002928,0.0001731,0.9946
/mnt/lake/VBags/140205/frame0204.jpg,0.04898,0.0111,0.0013895,0.9385
/mnt/lake/VBags/140205/frame0244.jpg,0.5664,0.000638,0.00534,0.4275
/mnt/lake/VBags/140205/frame0294.jpg,0.01984,0.009224,0.0002203,0.9707
/mnt/lake/VBags/140205/frame0100.jpg,0.1766,0.0293,0.002312,0.7915
/mnt/lake/VBags/140205/frame0079.jpg,0.0009394,0.000666,1.95e-05,0.9985
/mnt/lake/VBags/140205/frame0019.jpg,0.01359,0.003435,0.0003455,0.9824
/mnt/lake/VBags/140205/frame0093.jpg,0.001164,0.004128,4.59e-05,0.9946
/mnt/lake/VBags/140205/frame0002.jpg,0.001099,0.0001176,4.905e-05,0.9985
/mnt/lake/VBags/140205/frame0137.jpg,0.003866,0.00445,4.95e-05,0.9917
/mnt/lake/VBags/140205/frame0053.jpg,0.001386,0.01741,4.67e-05,0.981
/mnt/lake/VBags/140205/frame0001.jpg,0.001305,6.6e-05,2.88e-05,0.9985
/mnt/lake/VBags/140205/frame0000.jpg,0.000804,0.0002164,4.196e-05,0.999
/mnt/lake/VBags/140205/frame0020.jpg,0.02965,0.003487,0.0003674,0.9663
/mnt/lake/VBags/140205/frame0058.jpg,0.004627,0.01145,0.0001739,0.984
/mnt/lake/VBags/140314/frame0750.jpg,0.2278,0.001088,0.0002975,0.771
/mnt/lake/VBags/140314/frame0749.jpg,0.8677,0.002052,0.001081,0.129
/mnt/lake/VBags/140314/frame0597.jpg,0.0964,0.003195,0.0004325,0.9
/mnt/lake/VBags/140314/frame0748.jpg,0.8296,0.001602,0.002682,0.166
/mnt/lake/VBags/140314/frame0786.jpg,0.8975,0.0006785,0.001154,0.1007
/mnt/lake/VBags/140314/frame0747.jpg,0.755,0.004086,0.003551,0.2375
/mnt/lake/VBags/140314/frame0770.jpg,0.929,0.000736,0.000394,0.06946
/mnt/lake/VBags/140314/frame0783.jpg,0.9595,0.000748,0.0001497,0.0396
/mnt/lake/VBags/140314/frame0775.jpg,0.7046,0.001077,0.000396,0.2937
/mnt/lake/VBags/140314/frame0797.jpg,0.1356,0.002995,0.004566,0.857
/mnt/lake/VBags/140314/frame0819.jpg,0.2472,0.012794,0.002258,0.738
/mnt/lake/VBags/140314/frame0821.jpg,0.1954,0.01416,0.005333,0.785
/mnt/lake/VBags/140314/frame0769.jpg,0.871,0.0011835,0.00391,0.1236
/mnt/lake/VBags/140314/frame0781.jpg,0.9766,0.0003226,0.000255,0.02261
/mnt/lake/VBags/140314/frame0795.jpg,0.0824,0.00249,0.000847,0.914
/mnt/lake/VBags/140314/frame0776.jpg,0.9805,0.0001541,0.000654,0.01852
/mnt/lake/VBags/140314/frame0757.jpg,0.5776,0.012566,0.006126,0.4033
/mnt/lake/VBags/140314/frame0768.jpg,0.3167,0.0001429,0.002533,0.6807
/mnt/lake/VBags/140314/frame0782.jpg,0.753,0.001987,0.0005517,0.2445
/mnt/lake/VBags/140314/frame0826.jpg,0.09186,0.008156,0.000568,0.8994
/mnt/lake/VBags/140314/frame0798.jpg,0.02475,0.01674,0.0004325,0.958
/mnt/lake/VBags/140314/frame0794.jpg,0.2908,0.00812,0.003548,0.6978
/mnt/lake/VBags/140314/frame0800.jpg,0.2085,0.00376,0.0008006,0.787
/mnt/lake/VBags/140314/frame0755.jpg,0.6475,0.05746,0.0079,0.2874
/mnt/lake/VBags/140314/frame0756.jpg,0.762,0.003368,0.001668,0.2325
/mnt/lake/VBags/140314/frame0686.jpg,0.018,0.01424,0.0002954,0.9673
/mnt/lake/VBags/140314/frame0806.jpg,0.3286,0.02698,0.0007534,0.6436
/mnt/lake/VBags/140314/frame0754.jpg,0.3281,0.07324,0.004467,0.594
/mnt/lake/VBags/140314/frame0759.jpg,0.1515,0.001485,0.001999,0.845
/mnt/lake/VBags/140314/frame0391.jpg,0.807,0.001464,0.002396,0.1888
/mnt/lake/VBags/140314/frame0630.jpg,0.04852,0.02087,0.0005736,0.93
/mnt/lake/VBags/140314/frame0737.jpg,0.2844,0.0526,0.001665,0.661
/mnt/lake/VBags/140314/frame0743.jpg,0.1501,0.1649,0.001351,0.6836
/mnt/lake/VBags/140314/frame0744.jpg,0.2786,0.06213,0.001708,0.6577
/mnt/lake/VBags/140314/frame0742.jpg,0.475,0.06232,0.002035,0.4604
/mnt/lake/VBags/140314/frame0780.jpg,0.1309,0.0015,0.0004368,0.867
/mnt/lake/VBags/140314/frame0728.jpg,0.1814,0.02962,0.0008945,0.788
/mnt/lake/VBags/140314/frame0629.jpg,0.0202,0.005787,0.000601,0.9736
/mnt/lake/VBags/140314/frame0690.jpg,0.00493,0.01044,4.613e-05,0.9844
/mnt/lake/VBags/140314/frame0718.jpg,0.04095,0.04095,0.0003355,0.918
/mnt/lake/VBags/140409/frame0011.jpg,0.148,0.0392,0.000361,0.8125
/mnt/lake/VBags/140409/frame0115.jpg,0.03072,0.01321,0.0006475,0.9556
/mnt/lake/VBags/140409/frame0015.jpg,0.007126,0.0144,0.000155,0.9785
/mnt/lake/VBags/140409/frame0116.jpg,0.2231,0.08875,0.0007563,0.6875
/mnt/lake/VBags/140409/frame0237.jpg,0.03693,0.1086,0.000588,0.854
/mnt/lake/VBags/140409/frame0022.jpg,0.0617,0.0156,0.001569,0.921
/mnt/lake/VBags/140409/frame0227.jpg,0.0257,0.00916,0.000936,0.9644
/mnt/lake/VBags/140409/frame0240.jpg,0.01123,0.02414,0.0002441,0.9644
/mnt/lake/VBags/140409/frame0024.jpg,0.02415,0.01089,0.00011015,0.965
/mnt/lake/VBags/140409/frame0203.jpg,0.1376,0.005676,0.000986,0.856
/mnt/lake/VBags/140409/frame0128.jpg,0.794,0.01081,0.006405,0.1886
/mnt/lake/VBags/140409/frame0139.jpg,0.8203,0.01527,0.002695,0.1616
/mnt/lake/VBags/140409/frame0126.jpg,0.767,0.02211,0.004154,0.2065
/mnt/lake/VBags/140409/frame0120.jpg,0.874,0.02599,0.000351,0.0996
/mnt/lake/VBags/140409/frame0118.jpg,0.2922,0.00588,0.0009747,0.701
/mnt/lake/VBags/140409/frame0101.jpg,0.3877,0.0643,0.001376,0.547
/mnt/lake/VBags/140409/frame0175.jpg,0.593,0.004818,0.001002,0.4011
/mnt/lake/VBags/140409/frame0212.jpg,0.1921,0.01733,0.00618,0.784
/mnt/lake/VBags/140409/frame0244.jpg,0.119,0.501,0.001408,0.3784
/mnt/lake/VBags/140409/frame0159.jpg,0.3022,0.05334,0.004734,0.6396
/mnt/lake/VBags/140409/frame0214.jpg,0.3037,0.02455,0.0287,0.643
/mnt/lake/VBags/140409/frame0211.jpg,0.1345,0.0816,0.009445,0.7744
/mnt/lake/VBags/140409/frame0111.jpg,0.593,0.0123,0.0003078,0.3948
/mnt/lake/VBags/140409/frame0131.jpg,0.8345,0.08264,0.00899,0.07404
/mnt/lake/VBags/140409/frame0220.jpg,0.0638,0.010254,0.002804,0.9233
/mnt/lake/VBags/140409/frame0113.jpg,0.4487,0.03302,0.001892,0.5166
/mnt/lake/VBags/140409/frame0144.jpg,0.5938,0.02162,0.001202,0.3833
/mnt/lake/VBags/140409/frame0049.jpg,0.1422,0.0876,0.001484,0.7686
/mnt/lake/VBags/140409/frame0216.jpg,0.1167,0.02126,0.0133,0.8486
/mnt/lake/VBags/140409/frame0207.jpg,0.0745,0.04312,0.00259,0.88
/mnt/lake/VBags/140409/frame0102.jpg,0.4358,0.0746,0.003487,0.486
/mnt/lake/VBags/140409/frame0103.jpg,0.2668,0.05014,0.001637,0.681
/mnt/lake/VBags/140409/frame0074.jpg,0.581,0.1665,0.006454,0.246
/mnt/lake/VBags/140409/frame0070.jpg,0.1721,0.3215,0.0007367,0.506
/mnt/lake/VBags/140409/frame0073.jpg,0.2874,0.3057,0.00815,0.399
/mnt/lake/VBags/140409/frame0186.jpg,0.01317,0.003601,0.0003402,0.983
/mnt/lake/VBags/140409/frame0034.jpg,0.12054,0.2474,0.0003493,0.632
/mnt/lake/VBags/140409/frame0079.jpg,0.5615,0.0681,0.001816,0.3684
/mnt/lake/VBags/140409/frame0136.jpg,0.1313,0.1465,0.000858,0.721
/mnt/lake/VBags/140409/frame0016.jpg,0.01886,0.04318,0.000245,0.9375
/mnt/lake/VBags/140416/frame0093.jpg,0.6353,0.0047,0.003836,0.3562
/mnt/lake/VBags/140416/frame0155.jpg,0.8994,0.004795,0.002605,0.0933
/mnt/lake/VBags/140416/frame0282.jpg,0.0128,0.0167,0.0002873,0.97
/mnt/lake/VBags/140416/frame0050.jpg,0.1633,0.006535,0.0003986,0.8296
/mnt/lake/VBags/140416/frame0054.jpg,0.1887,0.11993,0.00099,0.6904
/mnt/lake/VBags/140416/frame0231.jpg,0.0945,0.00879,0.0005884,0.896
/mnt/lake/VBags/140416/frame0115.jpg,0.893,0.0227,0.007607,0.0768
/mnt/lake/VBags/140416/frame0111.jpg,0.3003,0.04126,0.002853,0.656
/mnt/lake/VBags/140416/frame0277.jpg,0.09235,0.003063,0.0003228,0.9043
/mnt/lake/VBags/140416/frame0094.jpg,0.1346,0.03458,0.0062,0.8247
/mnt/lake/VBags/140416/frame0229.jpg,0.914,0.001331,0.001021,0.0837
/mnt/lake/VBags/140416/frame0218.jpg,0.3625,0.0556,0.02045,0.5615
/mnt/lake/VBags/140416/frame0215.jpg,0.675,0.07935,0.001263,0.2444
/mnt/lake/VBags/140416/frame0181.jpg,0.9805,0.00113,0.001407,0.01688
/mnt/lake/VBags/140416/frame0157.jpg,0.8647,0.02002,0.007248,0.1082
/mnt/lake/VBags/140416/frame0244.jpg,0.1895,0.651,0.004894,0.1547
/mnt/lake/VBags/140416/frame0233.jpg,0.4265,0.00769,0.0009327,0.565
/mnt/lake/VBags/140416/frame0223.jpg,0.1048,0.03099,0.0001842,0.8643
/mnt/lake/VBags/140416/frame0112.jpg,0.8936,0.00863,0.00641,0.0913
/mnt/lake/VBags/140416/frame0117.jpg,0.5596,0.05542,0.0003734,0.3845
/mnt/lake/VBags/140416/frame0173.jpg,0.4893,0.04922,0.001711,0.4597
/mnt/lake/VBags/140416/frame0163.jpg,0.6304,0.2391,0.01228,0.1184
/mnt/lake/VBags/140416/frame0067.jpg,0.0593,0.1316,0.003094,0.806
/mnt/lake/VBags/140416/frame0160.jpg,0.679,0.05576,0.002956,0.262
/mnt/lake/VBags/140416/frame0172.jpg,0.6875,0.0413,0.006428,0.265
/mnt/lake/VBags/140416/frame0190.jpg,0.5757,0.2554,0.01418,0.1549
/mnt/lake/VBags/140416/frame0276.jpg,0.03387,0.01504,0.006268,0.945
/mnt/lake/VBags/140416/frame0186.jpg,0.83,0.002172,0.004322,0.1635
/mnt/lake/VBags/140416/frame0189.jpg,0.284,0.1832,0.01901,0.514
/mnt/lake/VBags/140416/frame0037.jpg,0.04037,0.02412,0.001747,0.9336
/mnt/lake/VBags/140416/frame0118.jpg,0.311,0.11444,0.00249,0.5723
