Image,Prediction_for_spring,Prediction_for_summer,Prediction_for_autumn,Prediction_for_winter
/mnt/lake/VBags/140129/frame0376.jpg,0.007442,0.002455,0.03036,0.96
/mnt/lake/VBags/140129/frame0394.jpg,0.02058,0.001236,0.0168,0.9614
/mnt/lake/VBags/140129/frame0339.jpg,0.00923,0.000859,0.03326,0.9565
/mnt/lake/VBags/140129/frame0121.jpg,0.01128,0.0001464,0.00508,0.9834
/mnt/lake/VBags/140129/frame0193.jpg,0.02191,0.00017,0.001237,0.9766
/mnt/lake/VBags/140129/frame0012.jpg,0.001389,6e-07,0.0002608,0.9985
/mnt/lake/VBags/140129/frame0223.jpg,0.10767,0.001882,0.00315,0.887
/mnt/lake/VBags/140129/frame0009.jpg,0.00322,2.1e-06,0.0006647,0.996
/mnt/lake/VBags/140129/frame0119.jpg,0.04962,0.00218,0.01215,0.936
/mnt/lake/VBags/140129/frame0349.jpg,0.03876,0.0003052,0.007282,0.9536
/mnt/lake/VBags/140129/frame0136.jpg,0.04727,0.0004354,0.002794,0.9497
/mnt/lake/VBags/140129/frame0191.jpg,0.0612,0.00125,0.00999,0.9277
/mnt/lake/VBags/140129/frame0397.jpg,0.01383,0.0001796,0.001034,0.985
/mnt/lake/VBags/140205/frame0389.jpg,0.00564,4.876e-05,0.0004776,0.9937
/mnt/lake/VBags/140205/frame0385.jpg,0.004967,7.665e-05,0.002787,0.992
/mnt/lake/VBags/140205/frame0386.jpg,0.00548,5.95e-05,0.02827,0.9663
/mnt/lake/VBags/140205/frame0387.jpg,0.005455,0.0001015,0.002346,0.992
/mnt/lake/VBags/140205/frame0369.jpg,0.1001,0.000685,0.03458,0.8647
/mnt/lake/VBags/140205/frame0254.jpg,0.1302,0.0003128,0.03345,0.836
/mnt/lake/VBags/140205/frame0393.jpg,0.007114,8.55e-05,0.000786,0.992
/mnt/lake/VBags/140205/frame0362.jpg,0.05402,0.00088,0.03174,0.9136
/mnt/lake/VBags/140205/frame0365.jpg,0.003012,0.00022,0.004814,0.992
/mnt/lake/VBags/140205/frame0388.jpg,0.01935,8.55e-05,0.003809,0.9766
/mnt/lake/VBags/140205/frame0007.jpg,0.0001488,4.196e-05,0.0001465,0.9995
/mnt/lake/VBags/140205/frame0026.jpg,0.05826,0.000352,0.001369,0.94
/mnt/lake/VBags/140205/frame0006.jpg,0.0002304,1.544e-05,0.0002694,0.9995
/mnt/lake/VBags/140205/frame0027.jpg,0.01511,0.0001993,0.005386,0.9795
/mnt/lake/VBags/140205/frame0289.jpg,0.00925,0.002607,0.01524,0.973
/mnt/lake/VBags/140205/frame0017.jpg,0.00984,4.85e-05,0.001878,0.9883
/mnt/lake/VBags/140205/frame0290.jpg,0.01469,0.001115,0.01717,0.967
/mnt/lake/VBags/140205/frame0128.jpg,0.0955,0.0004494,0.01177,0.892
/mnt/lake/VBags/140205/frame0140.jpg,0.032,0.000226,0.002628,0.9653
/mnt/lake/VBags/140205/frame0039.jpg,0.01797,0.0002298,0.0004716,0.9814
/mnt/lake/VBags/140205/frame0293.jpg,0.04184,0.0004265,0.0054,0.952
/mnt/lake/VBags/140205/frame0196.jpg,0.09186,0.002645,0.04764,0.858
/mnt/lake/VBags/140205/frame0206.jpg,0.6694,0.002758,0.0775,0.2502
/mnt/lake/VBags/140205/frame0077.jpg,0.01968,0.0002086,0.001918,0.978
/mnt/lake/VBags/140205/frame0245.jpg,0.0628,0.000797,0.06235,0.874
/mnt/lake/VBags/140205/frame0249.jpg,0.002075,0.0001434,0.003586,0.994
/mnt/lake/VBags/140205/frame0204.jpg,0.3938,0.0010805,0.04086,0.564
/mnt/lake/VBags/140205/frame0244.jpg,0.495,0.0001366,0.10706,0.3977
/mnt/lake/VBags/140205/frame0294.jpg,0.04254,0.00222,0.01666,0.9385
/mnt/lake/VBags/140205/frame0100.jpg,0.1398,0.006798,0.0976,0.756
/mnt/lake/VBags/140205/frame0079.jpg,0.005215,5.794e-05,0.0007997,0.994
/mnt/lake/VBags/140205/frame0019.jpg,0.07904,6.163e-05,0.00235,0.9185
/mnt/lake/VBags/140205/frame0093.jpg,0.01808,0.0006385,0.00924,0.972
/mnt/lake/VBags/140205/frame0002.jpg,0.00734,1.6e-06,0.0006313,0.992
/mnt/lake/VBags/140205/frame0137.jpg,0.0795,0.00078,0.00921,0.9106
/mnt/lake/VBags/140205/frame0053.jpg,0.1825,0.00324,0.00895,0.805
/mnt/lake/VBags/140205/frame0001.jpg,0.001925,9.5e-07,0.000665,0.9976
/mnt/lake/VBags/140205/frame0000.jpg,0.001867,4e-06,0.000362,0.9976
/mnt/lake/VBags/140205/frame0020.jpg,0.2249,6.98e-05,0.00231,0.773
/mnt/lake/VBags/140205/frame0058.jpg,0.03287,0.0011425,0.02057,0.9453
/mnt/lake/VBags/140314/frame0750.jpg,0.6797,4.935e-05,0.003859,0.3162
/mnt/lake/VBags/140314/frame0749.jpg,0.9165,0.0001986,0.00301,0.0801
/mnt/lake/VBags/140314/frame0597.jpg,0.2213,0.0005236,0.005806,0.7725
/mnt/lake/VBags/140314/frame0748.jpg,0.8936,0.0002127,0.01611,0.0899
/mnt/lake/VBags/140314/frame0786.jpg,0.455,0.0011635,0.01999,0.524
/mnt/lake/VBags/140314/frame0747.jpg,0.955,7.85e-05,0.00422,0.04068
/mnt/lake/VBags/140314/frame0770.jpg,0.76,0.000682,0.01872,0.2211
/mnt/lake/VBags/140314/frame0783.jpg,0.889,0.0003655,0.0168,0.0937
/mnt/lake/VBags/140314/frame0775.jpg,0.2532,0.0003865,0.002481,0.744
/mnt/lake/VBags/140314/frame0797.jpg,0.5547,0.0001259,0.00626,0.439
/mnt/lake/VBags/140314/frame0819.jpg,0.0774,0.00269,0.03433,0.8857
/mnt/lake/VBags/140314/frame0821.jpg,0.1407,0.002054,0.008514,0.8486
/mnt/lake/VBags/140314/frame0769.jpg,0.4663,0.0003636,0.05975,0.4736
/mnt/lake/VBags/140314/frame0781.jpg,0.5684,0.0008283,0.02744,0.403
/mnt/lake/VBags/140314/frame0795.jpg,0.4993,9.847e-05,0.001589,0.4993
/mnt/lake/VBags/140314/frame0776.jpg,0.8887,0.0001408,0.01154,0.0997
/mnt/lake/VBags/140314/frame0757.jpg,0.858,0.0004745,0.01015,0.1316
/mnt/lake/VBags/140314/frame0768.jpg,0.516,6.8e-06,0.0213,0.4626
/mnt/lake/VBags/140314/frame0782.jpg,0.2045,0.001024,0.010506,0.784
/mnt/lake/VBags/140314/frame0826.jpg,0.111,0.000655,0.0014305,0.8867
/mnt/lake/VBags/140314/frame0798.jpg,0.3486,0.001403,0.03793,0.612
/mnt/lake/VBags/140314/frame0794.jpg,0.8066,0.0001616,0.0366,0.1564
/mnt/lake/VBags/140314/frame0800.jpg,0.05533,0.0003786,0.03745,0.9067
/mnt/lake/VBags/140314/frame0755.jpg,0.968,0.0008893,0.001206,0.03015
/mnt/lake/VBags/140314/frame0756.jpg,0.807,0.000275,0.006874,0.1858
/mnt/lake/VBags/140314/frame0686.jpg,0.3032,0.000921,0.01251,0.683
/mnt/lake/VBags/140314/frame0806.jpg,0.764,0.000518,0.005657,0.2295
/mnt/lake/VBags/140314/frame0754.jpg,0.96,0.0005393,0.003744,0.03552
/mnt/lake/VBags/140314/frame0759.jpg,0.1091,0.0002832,0.0849,0.8057
/mnt/lake/VBags/140314/frame0391.jpg,0.1564,0.00447,0.03253,0.8066
/mnt/lake/VBags/140314/frame0630.jpg,0.6377,0.0004458,0.00954,0.3523
/mnt/lake/VBags/140314/frame0737.jpg,0.896,0.00222,0.006035,0.0959
/mnt/lake/VBags/140314/frame0743.jpg,0.927,0.003729,0.002228,0.06714
/mnt/lake/VBags/140314/frame0744.jpg,0.8975,0.001873,0.03168,0.0692
/mnt/lake/VBags/140314/frame0742.jpg,0.9414,0.001579,0.00867,0.04837
/mnt/lake/VBags/140314/frame0780.jpg,0.5747,0.0001675,0.01762,0.4075
/mnt/lake/VBags/140314/frame0728.jpg,0.785,0.000905,0.0123,0.2017
/mnt/lake/VBags/140314/frame0629.jpg,0.1921,0.0002321,0.03555,0.772
/mnt/lake/VBags/140314/frame0690.jpg,0.219,0.001894,0.002888,0.7764
/mnt/lake/VBags/140314/frame0718.jpg,0.472,0.004772,0.00508,0.518
/mnt/lake/VBags/140409/frame0011.jpg,0.675,0.007153,0.02345,0.2947
/mnt/lake/VBags/140409/frame0115.jpg,0.4744,0.004368,0.08246,0.4387
/mnt/lake/VBags/140409/frame0015.jpg,0.1126,0.006977,0.02184,0.8584
/mnt/lake/VBags/140409/frame0116.jpg,0.802,0.0169,0.03061,0.1506
/mnt/lake/VBags/140409/frame0237.jpg,0.5493,0.0291,0.04437,0.3774
/mnt/lake/VBags/140409/frame0022.jpg,0.1959,0.00359,0.01313,0.787
/mnt/lake/VBags/140409/frame0227.jpg,0.1366,0.001182,0.0385,0.8237
/mnt/lake/VBags/140409/frame0240.jpg,0.3613,0.01276,0.02103,0.605
/mnt/lake/VBags/140409/frame0024.jpg,0.2505,0.00301,0.00987,0.7363
/mnt/lake/VBags/140409/frame0203.jpg,0.4438,0.001703,0.07477,0.4797
/mnt/lake/VBags/140409/frame0128.jpg,0.701,0.003887,0.0637,0.2312
/mnt/lake/VBags/140409/frame0139.jpg,0.5015,0.01491,0.1934,0.2903
/mnt/lake/VBags/140409/frame0126.jpg,0.93,0.002306,0.01651,0.05087
/mnt/lake/VBags/140409/frame0120.jpg,0.7666,0.03937,0.08875,0.10535
/mnt/lake/VBags/140409/frame0118.jpg,0.1655,0.000335,0.00632,0.8276
/mnt/lake/VBags/140409/frame0101.jpg,0.978,0.00254,0.003262,0.01631
/mnt/lake/VBags/140409/frame0175.jpg,0.749,0.001041,0.03848,0.2113
/mnt/lake/VBags/140409/frame0212.jpg,0.16,0.01377,0.1931,0.6333
/mnt/lake/VBags/140409/frame0244.jpg,0.6436,0.1843,0.0942,0.07806
/mnt/lake/VBags/140409/frame0159.jpg,0.262,0.04553,0.12,0.5723
/mnt/lake/VBags/140409/frame0214.jpg,0.1855,0.01186,0.4966,0.306
/mnt/lake/VBags/140409/frame0211.jpg,0.1287,0.02235,0.55,0.299
/mnt/lake/VBags/140409/frame0111.jpg,0.809,0.005627,0.01288,0.1722
/mnt/lake/VBags/140409/frame0131.jpg,0.678,0.06824,0.1884,0.0651
/mnt/lake/VBags/140409/frame0220.jpg,0.2866,0.00403,0.10223,0.607
/mnt/lake/VBags/140409/frame0113.jpg,0.4697,0.003819,0.0185,0.508
/mnt/lake/VBags/140409/frame0144.jpg,0.9175,0.003693,0.01817,0.06052
/mnt/lake/VBags/140409/frame0049.jpg,0.8545,0.04672,0.01403,0.0846
/mnt/lake/VBags/140409/frame0216.jpg,0.1338,0.004436,0.0919,0.77
/mnt/lake/VBags/140409/frame0207.jpg,0.0668,0.04736,0.577,0.3088
/mnt/lake/VBags/140409/frame0102.jpg,0.9814,0.0007305,0.00523,0.01274
/mnt/lake/VBags/140409/frame0103.jpg,0.9487,0.000826,0.00302,0.04724
/mnt/lake/VBags/140409/frame0074.jpg,0.9424,0.006252,0.03952,0.01168
/mnt/lake/VBags/140409/frame0070.jpg,0.902,0.03552,0.02681,0.03607
/mnt/lake/VBags/140409/frame0073.jpg,0.8525,0.02344,0.10187,0.02202
/mnt/lake/VBags/140409/frame0186.jpg,0.1103,0.000616,0.00811,0.881
/mnt/lake/VBags/140409/frame0034.jpg,0.952,0.02876,0.002218,0.01665
/mnt/lake/VBags/140409/frame0079.jpg,0.9336,0.00446,0.02647,0.03564
/mnt/lake/VBags/140409/frame0136.jpg,0.9097,0.01109,0.002438,0.077
/mnt/lake/VBags/140409/frame0016.jpg,0.5625,0.00655,0.0259,0.405
/mnt/lake/VBags/140416/frame0093.jpg,0.887,0.002415,0.0155,0.095
/mnt/lake/VBags/140416/frame0155.jpg,0.9473,0.0008373,0.00832,0.0436
/mnt/lake/VBags/140416/frame0282.jpg,0.1384,0.005898,0.0464,0.809
/mnt/lake/VBags/140416/frame0050.jpg,0.3657,0.003017,0.03793,0.5933
/mnt/lake/VBags/140416/frame0054.jpg,0.734,0.02983,0.1144,0.1217
/mnt/lake/VBags/140416/frame0231.jpg,0.539,0.00306,0.1406,0.317
/mnt/lake/VBags/140416/frame0115.jpg,0.897,0.003723,0.0601,0.0394
/mnt/lake/VBags/140416/frame0111.jpg,0.822,0.010025,0.03394,0.1342
/mnt/lake/VBags/140416/frame0277.jpg,0.06995,0.001045,0.02235,0.9067
/mnt/lake/VBags/140416/frame0094.jpg,0.3396,0.01772,0.4094,0.2333
/mnt/lake/VBags/140416/frame0229.jpg,0.7363,0.0006614,0.1567,0.1061
/mnt/lake/VBags/140416/frame0218.jpg,0.3765,0.02444,0.4006,0.1984
/mnt/lake/VBags/140416/frame0215.jpg,0.5283,0.05072,0.1467,0.2742
/mnt/lake/VBags/140416/frame0181.jpg,0.9614,0.001256,0.02686,0.01051
/mnt/lake/VBags/140416/frame0157.jpg,0.8716,0.003735,0.0811,0.0434
/mnt/lake/VBags/140416/frame0244.jpg,0.4133,0.2247,0.3428,0.01904
/mnt/lake/VBags/140416/frame0233.jpg,0.3953,0.003937,0.1597,0.441
/mnt/lake/VBags/140416/frame0223.jpg,0.265,0.04257,0.06696,0.6255
/mnt/lake/VBags/140416/frame0112.jpg,0.5547,0.00588,0.316,0.1237
/mnt/lake/VBags/140416/frame0117.jpg,0.947,0.009285,0.00712,0.0367
/mnt/lake/VBags/140416/frame0173.jpg,0.567,0.0451,0.094,0.2942
/mnt/lake/VBags/140416/frame0163.jpg,0.9736,0.00829,0.0097,0.00842
/mnt/lake/VBags/140416/frame0067.jpg,0.354,0.02953,0.4617,0.1547
/mnt/lake/VBags/140416/frame0160.jpg,0.9707,0.005592,0.005592,0.01834
/mnt/lake/VBags/140416/frame0172.jpg,0.3687,0.03595,0.3574,0.238
/mnt/lake/VBags/140416/frame0190.jpg,0.5015,0.1437,0.3447,0.00993
/mnt/lake/VBags/140416/frame0276.jpg,0.06226,0.004654,0.1746,0.7583
/mnt/lake/VBags/140416/frame0186.jpg,0.4456,0.004543,0.1917,0.3582
/mnt/lake/VBags/140416/frame0189.jpg,0.1123,0.03268,0.843,0.012024
/mnt/lake/VBags/140416/frame0037.jpg,0.005592,0.00422,0.04984,0.9404
/mnt/lake/VBags/140416/frame0118.jpg,0.931,0.006275,0.02025,0.0422
/mnt/lake/VBags/140416/frame0159.jpg,0.836,0.011024,0.1365,0.01656
/mnt/lake/VBags/140416/frame0078.jpg,0.919,0.006,0.005295,0.06976
