Image,Prediction,Confidence
/mnt/lake/VBags/140117/frame0280.jpg,Spring,0.518
/mnt/lake/VBags/140117/frame0291.jpg,Spring,0.594
/mnt/lake/VBags/140117/frame0215.jpg,Spring,0.6562
/mnt/lake/VBags/140117/frame0335.jpg,Spring,0.629
/mnt/lake/VBags/140117/frame0226.jpg,Spring,0.4639
/mnt/lake/VBags/140117/frame0343.jpg,Spring,0.6406
/mnt/lake/VBags/140117/frame0277.jpg,Spring,0.576
/mnt/lake/VBags/140117/frame0005.jpg,Spring,0.4094
/mnt/lake/VBags/140117/frame0003.jpg,Winter,0.4326
/mnt/lake/VBags/140117/frame0087.jpg,Spring,0.8325
/mnt/lake/VBags/140117/frame0059.jpg,Winter,0.439
/mnt/lake/VBags/140117/frame0012.jpg,Spring,0.4626
/mnt/lake/VBags/140117/frame0020.jpg,Spring,0.6396
/mnt/lake/VBags/140117/frame0275.jpg,Spring,0.604
/mnt/lake/VBags/140117/frame0116.jpg,Spring,0.7446
/mnt/lake/VBags/140117/frame0050.jpg,Spring,0.504
/mnt/lake/VBags/140117/frame0131.jpg,Spring,0.694
/mnt/lake/VBags/140117/frame0251.jpg,Summer,0.5186
/mnt/lake/VBags/140122/frame0300.jpg,Winter,0.896
/mnt/lake/VBags/140122/frame0220.jpg,Winter,0.706
/mnt/lake/VBags/140122/frame0279.jpg,Winter,0.728
/mnt/lake/VBags/140122/frame0281.jpg,Winter,0.7114
/mnt/lake/VBags/140122/frame0297.jpg,Winter,0.7285
/mnt/lake/VBags/140122/frame0303.jpg,Winter,0.7603
/mnt/lake/VBags/140122/frame0312.jpg,Winter,0.6943
/mnt/lake/VBags/140122/frame0298.jpg,Winter,0.7046
/mnt/lake/VBags/140122/frame0204.jpg,Winter,0.64
/mnt/lake/VBags/140122/frame0307.jpg,Winter,0.803
/mnt/lake/VBags/140122/frame0282.jpg,Spring,0.5273
/mnt/lake/VBags/140122/frame0285.jpg,Winter,0.473
/mnt/lake/VBags/140122/frame0306.jpg,Winter,0.7593
/mnt/lake/VBags/140122/frame0290.jpg,Spring,0.5293
/mnt/lake/VBags/140122/frame0305.jpg,Winter,0.7363
/mnt/lake/VBags/140122/frame0258.jpg,Winter,0.452
/mnt/lake/VBags/140122/frame0091.jpg,Spring,0.6157
/mnt/lake/VBags/140122/frame0294.jpg,Spring,0.57
/mnt/lake/VBags/140122/frame0264.jpg,Spring,0.6177
/mnt/lake/VBags/140122/frame0141.jpg,Spring,0.5674
/mnt/lake/VBags/140122/frame0302.jpg,Winter,0.788
/mnt/lake/VBags/140122/frame0301.jpg,Winter,0.645
/mnt/lake/VBags/140122/frame0299.jpg,Winter,0.6445
/mnt/lake/VBags/140122/frame0259.jpg,Spring,0.635
/mnt/lake/VBags/140122/frame0077.jpg,Winter,0.608
/mnt/lake/VBags/140122/frame0181.jpg,Spring,0.54
/mnt/lake/VBags/140122/frame0288.jpg,Spring,0.54
/mnt/lake/VBags/140122/frame0283.jpg,Spring,0.601
/mnt/lake/VBags/140122/frame0304.jpg,Winter,0.6855
/mnt/lake/VBags/140122/frame0286.jpg,Spring,0.484
/mnt/lake/VBags/140122/frame0051.jpg,Winter,0.643
/mnt/lake/VBags/140122/frame0308.jpg,Winter,0.5894
/mnt/lake/VBags/140122/frame0296.jpg,Winter,0.614
/mnt/lake/VBags/140122/frame0063.jpg,Spring,0.6553
/mnt/lake/VBags/140122/frame0263.jpg,Spring,0.62
/mnt/lake/VBags/140122/frame0315.jpg,Spring,0.4712
/mnt/lake/VBags/140122/frame0061.jpg,Spring,0.6973
/mnt/lake/VBags/140122/frame0260.jpg,Spring,0.563
/mnt/lake/VBags/140122/frame0273.jpg,Spring,0.4956
/mnt/lake/VBags/140122/frame0180.jpg,Spring,0.7
/mnt/lake/VBags/140129/frame0077.jpg,Winter,0.8086
/mnt/lake/VBags/140129/frame0365.jpg,Winter,0.76
/mnt/lake/VBags/140129/frame0076.jpg,Winter,0.804
/mnt/lake/VBags/140129/frame0016.jpg,Winter,0.7466
/mnt/lake/VBags/140129/frame0356.jpg,Winter,0.7646
/mnt/lake/VBags/140129/frame0078.jpg,Winter,0.737
/mnt/lake/VBags/140129/frame0075.jpg,Winter,0.7446
/mnt/lake/VBags/140129/frame0079.jpg,Winter,0.7363
/mnt/lake/VBags/140129/frame0399.jpg,Winter,0.731
/mnt/lake/VBags/140129/frame0364.jpg,Winter,0.7075
/mnt/lake/VBags/140129/frame0204.jpg,Spring,0.594
/mnt/lake/VBags/140129/frame0085.jpg,Winter,0.4827
/mnt/lake/VBags/140129/frame0362.jpg,Spring,0.5815
/mnt/lake/VBags/140129/frame0387.jpg,Spring,0.5933
/mnt/lake/VBags/140129/frame0402.jpg,Spring,0.5293
/mnt/lake/VBags/140129/frame0354.jpg,Winter,0.7085
/mnt/lake/VBags/140129/frame0412.jpg,Spring,0.5366
/mnt/lake/VBags/140129/frame0392.jpg,Spring,0.557
/mnt/lake/VBags/140129/frame0416.jpg,Spring,0.6377
/mnt/lake/VBags/140129/frame0366.jpg,Winter,0.528
/mnt/lake/VBags/140129/frame0117.jpg,Spring,0.5244
/mnt/lake/VBags/140129/frame0395.jpg,Winter,0.5107
/mnt/lake/VBags/140129/frame0334.jpg,Spring,0.5
/mnt/lake/VBags/140129/frame0372.jpg,Spring,0.505
/mnt/lake/VBags/140129/frame0370.jpg,Winter,0.5957
/mnt/lake/VBags/140129/frame0360.jpg,Spring,0.469
/mnt/lake/VBags/140129/frame0405.jpg,Spring,0.534
/mnt/lake/VBags/140129/frame0376.jpg,Spring,0.4631
/mnt/lake/VBags/140129/frame0394.jpg,Spring,0.6206
/mnt/lake/VBags/140129/frame0339.jpg,Winter,0.5503
/mnt/lake/VBags/140129/frame0121.jpg,Spring,0.5264
/mnt/lake/VBags/140129/frame0193.jpg,Spring,0.4868
/mnt/lake/VBags/140129/frame0012.jpg,Spring,0.4746
/mnt/lake/VBags/140129/frame0223.jpg,Spring,0.6655
/mnt/lake/VBags/140129/frame0009.jpg,Spring,0.4666
/mnt/lake/VBags/140129/frame0119.jpg,Spring,0.568
/mnt/lake/VBags/140129/frame0349.jpg,Spring,0.6987
/mnt/lake/VBags/140129/frame0136.jpg,Spring,0.4763
/mnt/lake/VBags/140129/frame0191.jpg,Spring,0.5435
/mnt/lake/VBags/140129/frame0397.jpg,Spring,0.524
/mnt/lake/VBags/140205/frame0389.jpg,Winter,0.76
/mnt/lake/VBags/140205/frame0385.jpg,Winter,0.738
/mnt/lake/VBags/140205/frame0386.jpg,Winter,0.7295
/mnt/lake/VBags/140205/frame0387.jpg,Winter,0.715
/mnt/lake/VBags/140205/frame0369.jpg,Winter,0.6714
/mnt/lake/VBags/140205/frame0254.jpg,Winter,0.665
/mnt/lake/VBags/140205/frame0393.jpg,Winter,0.6733
/mnt/lake/VBags/140205/frame0362.jpg,Winter,0.657
/mnt/lake/VBags/140205/frame0365.jpg,Winter,0.6494
/mnt/lake/VBags/140205/frame0388.jpg,Winter,0.651
/mnt/lake/VBags/140205/frame0007.jpg,Winter,0.3765
/mnt/lake/VBags/140205/frame0026.jpg,Spring,0.537
/mnt/lake/VBags/140205/frame0006.jpg,Winter,0.386
/mnt/lake/VBags/140205/frame0027.jpg,Spring,0.8105
/mnt/lake/VBags/140205/frame0289.jpg,Spring,0.4521
/mnt/lake/VBags/140205/frame0017.jpg,Spring,0.646
/mnt/lake/VBags/140205/frame0290.jpg,Spring,0.501
/mnt/lake/VBags/140205/frame0128.jpg,Spring,0.852
/mnt/lake/VBags/140205/frame0140.jpg,Spring,0.5303
/mnt/lake/VBags/140205/frame0039.jpg,Spring,0.684
/mnt/lake/VBags/140205/frame0293.jpg,Winter,0.4568
/mnt/lake/VBags/140205/frame0196.jpg,Winter,0.595
/mnt/lake/VBags/140205/frame0206.jpg,Spring,0.4475
/mnt/lake/VBags/140205/frame0077.jpg,Spring,0.589
/mnt/lake/VBags/140205/frame0245.jpg,Summer,0.4666
/mnt/lake/VBags/140205/frame0249.jpg,Winter,0.647
/mnt/lake/VBags/140205/frame0204.jpg,Spring,0.5503
/mnt/lake/VBags/140205/frame0244.jpg,Spring,0.6963
/mnt/lake/VBags/140205/frame0294.jpg,Spring,0.585
/mnt/lake/VBags/140205/frame0100.jpg,Spring,0.576
/mnt/lake/VBags/140205/frame0079.jpg,Winter,0.5127
/mnt/lake/VBags/140205/frame0019.jpg,Spring,0.726
/mnt/lake/VBags/140205/frame0093.jpg,Spring,0.5957
/mnt/lake/VBags/140205/frame0002.jpg,Winter,0.5713
/mnt/lake/VBags/140205/frame0137.jpg,Spring,0.669
/mnt/lake/VBags/140205/frame0053.jpg,Spring,0.6753
/mnt/lake/VBags/140205/frame0001.jpg,Winter,0.731
/mnt/lake/VBags/140205/frame0000.jpg,Winter,0.726
/mnt/lake/VBags/140205/frame0020.jpg,Spring,0.9014
/mnt/lake/VBags/140205/frame0058.jpg,Spring,0.5215
/mnt/lake/VBags/140314/frame0750.jpg,Spring,0.979
/mnt/lake/VBags/140314/frame0749.jpg,Spring,0.978
/mnt/lake/VBags/140314/frame0597.jpg,Spring,0.976
/mnt/lake/VBags/140314/frame0748.jpg,Spring,0.9746
/mnt/lake/VBags/140314/frame0786.jpg,Spring,0.975
/mnt/lake/VBags/140314/frame0747.jpg,Spring,0.9736
/mnt/lake/VBags/140314/frame0770.jpg,Spring,0.966
/mnt/lake/VBags/140314/frame0783.jpg,Spring,0.9683
/mnt/lake/VBags/140314/frame0775.jpg,Spring,0.9604
/mnt/lake/VBags/140314/frame0797.jpg,Spring,0.9634
/mnt/lake/VBags/140314/frame0819.jpg,Spring,0.649
/mnt/lake/VBags/140314/frame0821.jpg,Spring,0.721
/mnt/lake/VBags/140314/frame0769.jpg,Spring,0.6323
/mnt/lake/VBags/140314/frame0781.jpg,Spring,0.8877
/mnt/lake/VBags/140314/frame0795.jpg,Spring,0.9536
/mnt/lake/VBags/140314/frame0776.jpg,Spring,0.883
/mnt/lake/VBags/140314/frame0757.jpg,Spring,0.8447
/mnt/lake/VBags/140314/frame0768.jpg,Spring,0.8174
/mnt/lake/VBags/140314/frame0782.jpg,Spring,0.956
/mnt/lake/VBags/140314/frame0826.jpg,Spring,0.742
/mnt/lake/VBags/140314/frame0798.jpg,Spring,0.7256
/mnt/lake/VBags/140314/frame0794.jpg,Spring,0.9297
/mnt/lake/VBags/140314/frame0800.jpg,Spring,0.5396
/mnt/lake/VBags/140314/frame0755.jpg,Spring,0.936
/mnt/lake/VBags/140314/frame0756.jpg,Spring,0.887
/mnt/lake/VBags/140314/frame0686.jpg,Spring,0.7393
/mnt/lake/VBags/140314/frame0806.jpg,Spring,0.814
/mnt/lake/VBags/140314/frame0754.jpg,Spring,0.7407
/mnt/lake/VBags/140314/frame0759.jpg,Spring,0.6416
/mnt/lake/VBags/140314/frame0391.jpg,Summer,0.9897
/mnt/lake/VBags/140314/frame0630.jpg,Spring,0.876
/mnt/lake/VBags/140314/frame0737.jpg,Spring,0.643
/mnt/lake/VBags/140314/frame0743.jpg,Spring,0.7104
/mnt/lake/VBags/140314/frame0744.jpg,Spring,0.8604
/mnt/lake/VBags/140314/frame0742.jpg,Spring,0.874
/mnt/lake/VBags/140314/frame0780.jpg,Spring,0.9375
/mnt/lake/VBags/140314/frame0728.jpg,Spring,0.6025
/mnt/lake/VBags/140314/frame0629.jpg,Spring,0.788
/mnt/lake/VBags/140314/frame0690.jpg,Spring,0.907
/mnt/lake/VBags/140314/frame0718.jpg,Spring,0.7124
/mnt/lake/VBags/140409/frame0011.jpg,Spring,0.902
/mnt/lake/VBags/140409/frame0115.jpg,Spring,0.878
/mnt/lake/VBags/140409/frame0015.jpg,Spring,0.8677
/mnt/lake/VBags/140409/frame0116.jpg,Spring,0.8564
/mnt/lake/VBags/140409/frame0237.jpg,Spring,0.8677
/mnt/lake/VBags/140409/frame0022.jpg,Spring,0.8486
/mnt/lake/VBags/140409/frame0227.jpg,Spring,0.847
/mnt/lake/VBags/140409/frame0240.jpg,Spring,0.8555
/mnt/lake/VBags/140409/frame0024.jpg,Spring,0.8423
/mnt/lake/VBags/140409/frame0203.jpg,Spring,0.816
/mnt/lake/VBags/140409/frame0128.jpg,Summer,0.5586
/mnt/lake/VBags/140409/frame0139.jpg,Summer,0.764
/mnt/lake/VBags/140409/frame0126.jpg,Summer,0.631
/mnt/lake/VBags/140409/frame0120.jpg,Summer,0.7324
/mnt/lake/VBags/140409/frame0118.jpg,Summer,0.654
/mnt/lake/VBags/140409/frame0101.jpg,Spring,0.6562
/mnt/lake/VBags/140409/frame0175.jpg,Spring,0.748
/mnt/lake/VBags/140409/frame0212.jpg,Spring,0.53
/mnt/lake/VBags/140409/frame0244.jpg,Summer,0.543
/mnt/lake/VBags/140409/frame0159.jpg,Summer,0.7637
/mnt/lake/VBags/140409/frame0214.jpg,Spring,0.5703
/mnt/lake/VBags/140409/frame0211.jpg,Spring,0.704
/mnt/lake/VBags/140409/frame0111.jpg,Spring,0.7476
/mnt/lake/VBags/140409/frame0131.jpg,Summer,0.951
/mnt/lake/VBags/140409/frame0220.jpg,Spring,0.763
/mnt/lake/VBags/140409/frame0113.jpg,Spring,0.781
/mnt/lake/VBags/140409/frame0144.jpg,Spring,0.53
/mnt/lake/VBags/140409/frame0049.jpg,Spring,0.7637
/mnt/lake/VBags/140409/frame0216.jpg,Spring,0.499
/mnt/lake/VBags/140409/frame0207.jpg,Summer,0.739
/mnt/lake/VBags/140409/frame0102.jpg,Spring,0.671
/mnt/lake/VBags/140409/frame0103.jpg,Spring,0.735
/mnt/lake/VBags/140409/frame0074.jpg,Spring,0.5674
/mnt/lake/VBags/140409/frame0070.jpg,Spring,0.502
/mnt/lake/VBags/140409/frame0073.jpg,Summer,0.6724
/mnt/lake/VBags/140409/frame0186.jpg,Spring,0.5977
/mnt/lake/VBags/140409/frame0034.jpg,Summer,0.5225
/mnt/lake/VBags/140409/frame0079.jpg,Spring,0.5825
/mnt/lake/VBags/140409/frame0136.jpg,Spring,0.544
/mnt/lake/VBags/140409/frame0016.jpg,Spring,0.7734
/mnt/lake/VBags/140416/frame0093.jpg,Spring,0.9307
/mnt/lake/VBags/140416/frame0155.jpg,Spring,0.921
/mnt/lake/VBags/140416/frame0282.jpg,Spring,0.829
/mnt/lake/VBags/140416/frame0050.jpg,Spring,0.811
/mnt/lake/VBags/140416/frame0054.jpg,Spring,0.805
/mnt/lake/VBags/140416/frame0231.jpg,Spring,0.8076
/mnt/lake/VBags/140416/frame0115.jpg,Spring,0.7983
/mnt/lake/VBags/140416/frame0111.jpg,Spring,0.794
/mnt/lake/VBags/140416/frame0277.jpg,Spring,0.795
/mnt/lake/VBags/140416/frame0094.jpg,Spring,0.7764
/mnt/lake/VBags/140416/frame0229.jpg,Spring,0.7617
/mnt/lake/VBags/140416/frame0218.jpg,Summer,0.549
/mnt/lake/VBags/140416/frame0215.jpg,Spring,0.738
/mnt/lake/VBags/140416/frame0181.jpg,Summer,0.862
/mnt/lake/VBags/140416/frame0157.jpg,Spring,0.519
/mnt/lake/VBags/140416/frame0244.jpg,Summer,0.542
/mnt/lake/VBags/140416/frame0233.jpg,Spring,0.59
/mnt/lake/VBags/140416/frame0223.jpg,Summer,0.4976
/mnt/lake/VBags/140416/frame0112.jpg,Summer,0.6865
/mnt/lake/VBags/140416/frame0117.jpg,Summer,0.541
/mnt/lake/VBags/140416/frame0173.jpg,Summer,0.6523
/mnt/lake/VBags/140416/frame0163.jpg,Summer,0.7734
/mnt/lake/VBags/140416/frame0067.jpg,Spring,0.4917
/mnt/lake/VBags/140416/frame0160.jpg,Spring,0.6284
/mnt/lake/VBags/140416/frame0172.jpg,Summer,0.642
/mnt/lake/VBags/140416/frame0190.jpg,Summer,0.9707
/mnt/lake/VBags/140416/frame0276.jpg,Spring,0.5845
/mnt/lake/VBags/140416/frame0186.jpg,Summer,0.9653
/mnt/lake/VBags/140416/frame0189.jpg,Summer,0.884
/mnt/lake/VBags/140416/frame0037.jpg,Summer,0.77
/mnt/lake/VBags/140416/frame0118.jpg,Summer,0.528
/mnt/lake/VBags/140416/frame0159.jpg,Summer,0.732
/mnt/lake/VBags/140416/frame0078.jpg,Spring,0.7026
/mnt/lake/VBags/140416/frame0123.jpg,Summer,0.6416
/mnt/lake/VBags/140416/frame0060.jpg,Summer,0.547
/mnt/lake/VBags/140416/frame0147.jpg,Spring,0.562
/mnt/lake/VBags/140416/frame0146.jpg,Summer,0.5386
/mnt/lake/VBags/140416/frame0075.jpg,Spring,0.7246
/mnt/lake/VBags/140416/frame0048.jpg,Spring,0.71
/mnt/lake/VBags/140416/frame0059.jpg,Spring,0.691
/mnt/lake/VBags/140424/frame0011.jpg,Spring,0.9673
/mnt/lake/VBags/140424/frame0152.jpg,Spring,0.908
/mnt/lake/VBags/140424/frame0013.jpg,Spring,0.909
/mnt/lake/VBags/140424/frame0010.jpg,Spring,0.89
/mnt/lake/VBags/140424/frame0172.jpg,Spring,0.8555
/mnt/lake/VBags/140424/frame0417.jpg,Spring,0.8105
/mnt/lake/VBags/140424/frame0159.jpg,Spring,0.8066
/mnt/lake/VBags/140424/frame0416.jpg,Spring,0.8076
/mnt/lake/VBags/140424/frame0155.jpg,Spring,0.8135
/mnt/lake/VBags/140424/frame0228.jpg,Spring,0.782
/mnt/lake/VBags/140424/frame0156.jpg,Spring,0.6245
/mnt/lake/VBags/140424/frame0012.jpg,Spring,0.6123
/mnt/lake/VBags/140424/frame0280.jpg,Summer,0.649
/mnt/lake/VBags/140424/frame0157.jpg,Summer,0.4797
/mnt/lake/VBags/140424/frame0414.jpg,Summer,0.8267
/mnt/lake/VBags/140424/frame0069.jpg,Spring,0.7114
/mnt/lake/VBags/140424/frame0229.jpg,Spring,0.7705
/mnt/lake/VBags/140424/frame0174.jpg,Spring,0.695
/mnt/lake/VBags/140424/frame0077.jpg,Summer,0.7295
/mnt/lake/VBags/140424/frame0317.jpg,Summer,0.8286
/mnt/lake/VBags/140424/frame0170.jpg,Spring,0.646
/mnt/lake/VBags/140424/frame0320.jpg,Summer,0.8223
/mnt/lake/VBags/140424/frame0092.jpg,Summer,0.862
/mnt/lake/VBags/140424/frame0143.jpg,Summer,0.6514
/mnt/lake/VBags/140424/frame0107.jpg,Summer,0.768
/mnt/lake/VBags/140424/frame0237.jpg,Summer,0.621
/mnt/lake/VBags/140424/frame0368.jpg,Summer,0.9653
/mnt/lake/VBags/140424/frame0158.jpg,Summer,0.799
/mnt/lake/VBags/140424/frame0308.jpg,Summer,0.905
/mnt/lake/VBags/140424/frame0141.jpg,Summer,0.6895
/mnt/lake/VBags/140424/frame0175.jpg,Summer,0.709
/mnt/lake/VBags/140424/frame0227.jpg,Summer,0.755
/mnt/lake/VBags/140424/frame0287.jpg,Summer,0.6304
/mnt/lake/VBags/140424/frame0364.jpg,Spring,0.4949
/mnt/lake/VBags/140424/frame0147.jpg,Spring,0.497
/mnt/lake/VBags/140424/frame0232.jpg,Summer,0.919
/mnt/lake/VBags/140424/frame0169.jpg,Spring,0.718
/mnt/lake/VBags/140424/frame0181.jpg,Summer,0.8984
/mnt/lake/VBags/140424/frame0073.jpg,Spring,0.5967
/mnt/lake/VBags/140424/frame0154.jpg,Summer,0.6562
/mnt/lake/VBags/140502/frame0154.jpg,Spring,0.837
/mnt/lake/VBags/140502/frame0098.jpg,Spring,0.6924
/mnt/lake/VBags/140502/frame0114.jpg,Spring,0.6187
/mnt/lake/VBags/140502/frame0049.jpg,Spring,0.597
/mnt/lake/VBags/140502/frame0088.jpg,Spring,0.5825
/mnt/lake/VBags/140502/frame0351.jpg,Spring,0.61
/mnt/lake/VBags/140502/frame0056.jpg,Spring,0.5674
/mnt/lake/VBags/140502/frame0300.jpg,Spring,0.56
/mnt/lake/VBags/140502/frame0115.jpg,Spring,0.5566
/mnt/lake/VBags/140502/frame0174.jpg,Spring,0.5522
/mnt/lake/VBags/140502/frame0156.jpg,Spring,0.53
/mnt/lake/VBags/140502/frame0196.jpg,Summer,0.521
/mnt/lake/VBags/140502/frame0197.jpg,Summer,0.754
/mnt/lake/VBags/140502/frame0160.jpg,Summer,0.57
/mnt/lake/VBags/140502/frame0200.jpg,Summer,0.785
/mnt/lake/VBags/140502/frame0195.jpg,Summer,0.855
/mnt/lake/VBags/140502/frame0177.jpg,Summer,0.9707
/mnt/lake/VBags/140502/frame0143.jpg,Summer,0.637
/mnt/lake/VBags/140502/frame0164.jpg,Summer,0.771
/mnt/lake/VBags/140502/frame0036.jpg,Summer,0.592
/mnt/lake/VBags/140502/frame0163.jpg,Summer,0.7437
/mnt/lake/VBags/140502/frame0176.jpg,Summer,0.9077
/mnt/lake/VBags/140502/frame0159.jpg,Summer,0.8384
/mnt/lake/VBags/140502/frame0179.jpg,Summer,0.951
/mnt/lake/VBags/140502/frame0216.jpg,Summer,0.9297
/mnt/lake/VBags/140502/frame0037.jpg,Summer,0.643
/mnt/lake/VBags/140502/frame0162.jpg,Summer,0.8413
/mnt/lake/VBags/140502/frame0121.jpg,Summer,0.842
/mnt/lake/VBags/140502/frame0165.jpg,Summer,0.5273
/mnt/lake/VBags/140502/frame0172.jpg,Summer,0.971
/mnt/lake/VBags/140502/frame0155.jpg,Summer,0.717
/mnt/lake/VBags/140502/frame0119.jpg,Summer,0.8213
/mnt/lake/VBags/140502/frame0040.jpg,Summer,0.4568
/mnt/lake/VBags/140502/frame0116.jpg,Summer,0.555
/mnt/lake/VBags/140502/frame0029.jpg,Summer,0.836
/mnt/lake/VBags/140502/frame0117.jpg,Summer,0.8105
/mnt/lake/VBags/140502/frame0111.jpg,Summer,0.815
/mnt/lake/VBags/140502/frame0120.jpg,Summer,0.941
/mnt/lake/VBags/140502/frame0127.jpg,Summer,0.979
/mnt/lake/VBags/140502/frame0158.jpg,Summer,0.7114
/mnt/lake/VBags/140515/frame0600.jpg,Spring,0.7446
/mnt/lake/VBags/140515/frame0632.jpg,Spring,0.596
/mnt/lake/VBags/140515/frame0804.jpg,Spring,0.4915
/mnt/lake/VBags/140515/frame0631.jpg,Summer,0.5054
/mnt/lake/VBags/140515/frame0450.jpg,Spring,0.4592
/mnt/lake/VBags/140515/frame0650.jpg,Summer,0.5786
/mnt/lake/VBags/140515/frame0904.jpg,Spring,0.4097
/mnt/lake/VBags/140515/frame0778.jpg,Spring,0.4075
/mnt/lake/VBags/140515/frame0590.jpg,Summer,0.5293
/mnt/lake/VBags/140515/frame0653.jpg,Summer,0.5947
/mnt/lake/VBags/140515/frame0657.jpg,Summer,0.872
/mnt/lake/VBags/140515/frame0593.jpg,Summer,0.8975
/mnt/lake/VBags/140515/frame0670.jpg,Summer,0.736
/mnt/lake/VBags/140515/frame0446.jpg,Summer,0.574
/mnt/lake/VBags/140515/frame0447.jpg,Summer,0.657
/mnt/lake/VBags/140515/frame0983.jpg,Summer,0.818
/mnt/lake/VBags/140515/frame0620.jpg,Summer,0.7764
/mnt/lake/VBags/140515/frame0828.jpg,Summer,0.77
/mnt/lake/VBags/140515/frame0655.jpg,Summer,0.741
/mnt/lake/VBags/140515/frame0587.jpg,Summer,0.852
/mnt/lake/VBags/140515/frame0829.jpg,Summer,0.628
/mnt/lake/VBags/140515/frame0689.jpg,Summer,0.95
/mnt/lake/VBags/140515/frame0609.jpg,Summer,0.7324
/mnt/lake/VBags/140515/frame0634.jpg,Summer,0.931
/mnt/lake/VBags/140515/frame0659.jpg,Summer,0.9814
/mnt/lake/VBags/140515/frame0602.jpg,Summer,0.787
/mnt/lake/VBags/140515/frame0964.jpg,Summer,0.785
/mnt/lake/VBags/140515/frame0616.jpg,Summer,0.798
/mnt/lake/VBags/140515/frame0702.jpg,Summer,0.5776
